"sales_month","kind_of_business","sales","Pct_Yearly"
"2006-05-01","Men's clothing stores","693.00","7.835821"
"2006-06-01","Men's clothing stores","704.00","7.960199"
"2006-07-01","Men's clothing stores","623.00","7.044324"
"2006-08-01","Men's clothing stores","716.00","8.095884"
"2006-09-01","Men's clothing stores","718.00","8.118498"
"2006-10-01","Men's clothing stores","781.00","8.830846"
"2006-11-01","Men's clothing stores","823.00","9.305744"
"2006-12-01","Men's clothing stores","1306.00","14.767074"
"2007-01-01","Men's clothing stores","625.00","7.124943"
"2007-02-01","Men's clothing stores","600.00","6.839945"
"2007-03-01","Men's clothing stores","679.00","7.740538"
"2007-04-01","Men's clothing stores","731.00","8.333333"
"2007-05-01","Men's clothing stores","740.00","8.435933"
"2007-06-01","Men's clothing stores","718.00","8.185135"
"2007-07-01","Men's clothing stores","629.00","7.170543"
"2007-08-01","Men's clothing stores","636.00","7.250342"
"2007-09-01","Men's clothing stores","656.00","7.478340"
"2007-10-01","Men's clothing stores","717.00","8.173735"
"2007-11-01","Men's clothing stores","804.00","9.165527"
"2007-12-01","Men's clothing stores","1237.00","14.101687"
"2008-01-01","Men's clothing stores","609.00","7.292540"
"2008-02-01","Men's clothing stores","586.00","7.017124"
"2008-03-01","Men's clothing stores","681.00","8.154712"
"2008-04-01","Men's clothing stores","710.00","8.501976"
"2008-05-01","Men's clothing stores","757.00","9.064783"
"2008-06-01","Men's clothing stores","715.00","8.561849"
"2008-07-01","Men's clothing stores","622.00","7.448210"
"2008-08-01","Men's clothing stores","655.00","7.843372"
"2008-09-01","Men's clothing stores","635.00","7.603880"
"2008-10-01","Men's clothing stores","664.00","7.951144"
"2008-11-01","Men's clothing stores","708.00","8.478027"
"2008-12-01","Men's clothing stores","1009.00","12.082385"
"2009-01-01","Men's clothing stores","524.00","7.126343"
"2009-02-01","Men's clothing stores","496.00","6.745546"
"2009-03-01","Men's clothing stores","542.00","7.371141"
"2009-04-01","Men's clothing stores","669.00","9.098327"
"2009-05-01","Men's clothing stores","650.00","8.839929"
"2009-06-01","Men's clothing stores","607.00","8.255134"
"2009-07-01","Men's clothing stores","575.00","7.819937"
"2009-08-01","Men's clothing stores","551.00","7.493540"
"2009-09-01","Men's clothing stores","579.00","7.874337"
"2009-10-01","Men's clothing stores","610.00","8.295934"
"2009-11-01","Men's clothing stores","620.00","8.431933"
"2009-12-01","Men's clothing stores","930.00","12.647899"
"2010-01-01","Men's clothing stores","476.00","6.533974"
"2010-02-01","Men's clothing stores","471.00","6.465340"
"2010-03-01","Men's clothing stores","568.00","7.796843"
"2010-04-01","Men's clothing stores","630.00","8.647907"
"2010-05-01","Men's clothing stores","627.00","8.606726"
"2010-06-01","Men's clothing stores","598.00","8.208648"
"2010-07-01","Men's clothing stores","544.00","7.467399"
"2010-08-01","Men's clothing stores","517.00","7.096774"
"2010-09-01","Men's clothing stores","563.00","7.728209"
"2010-10-01","Men's clothing stores","634.00","8.702814"
"2010-11-01","Men's clothing stores","669.00","9.183253"
"2010-12-01","Men's clothing stores","988.00","13.562114"
"2011-01-01","Men's clothing stores","487.00","6.195929"
"2011-02-01","Men's clothing stores","497.00","6.323155"
"2011-03-01","Men's clothing stores","599.00","7.620865"
"2011-04-01","Men's clothing stores","690.00","8.778626"
"2011-05-01","Men's clothing stores","677.00","8.613232"
"2011-06-01","Men's clothing stores","661.00","8.409669"
"2011-07-01","Men's clothing stores","587.00","7.468193"
"2011-08-01","Men's clothing stores","549.00","6.984733"
"2011-09-01","Men's clothing stores","643.00","8.180662"
"2011-10-01","Men's clothing stores","682.00","8.676845"
"2011-11-01","Men's clothing stores","707.00","8.994911"
"2011-12-01","Men's clothing stores","1081.00","13.753181"
"2012-01-01","Men's clothing stores","525.00","6.346712"
"2012-02-01","Men's clothing stores","545.00","6.588491"
"2012-03-01","Men's clothing stores","623.00","7.531431"
"2012-04-01","Men's clothing stores","711.00","8.595261"
"2012-05-01","Men's clothing stores","725.00","8.764507"
"2012-06-01","Men's clothing stores","703.00","8.498549"
"2012-07-01","Men's clothing stores","613.00","7.410542"
"2012-08-01","Men's clothing stores","619.00","7.483075"
"2012-09-01","Men's clothing stores","687.00","8.305126"
"2012-10-01","Men's clothing stores","710.00","8.583172"
"2012-11-01","Men's clothing stores","731.00","8.837041"
"2012-12-01","Men's clothing stores","1080.00","13.056093"
"2013-01-01","Men's clothing stores","599.00","6.908881"
"2013-02-01","Men's clothing stores","560.00","6.459054"
"2013-03-01","Men's clothing stores","682.00","7.866205"
"2013-04-01","Men's clothing stores","718.00","8.281430"
"2013-05-01","Men's clothing stores","749.00","8.638985"
"2013-06-01","Men's clothing stores","678.00","7.820069"
"2013-07-01","Men's clothing stores","648.00","7.474048"
"2013-08-01","Men's clothing stores","687.00","7.923875"
"2013-09-01","Men's clothing stores","681.00","7.854671"
"2013-10-01","Men's clothing stores","785.00","9.054210"
"2013-11-01","Men's clothing stores","798.00","9.204152"
"2013-12-01","Men's clothing stores","1085.00","12.514418"
"2014-01-01","Men's clothing stores","573.00","6.459977"
"2014-02-01","Men's clothing stores","636.00","7.170237"
"2014-03-01","Men's clothing stores","702.00","7.914318"
"2014-04-01","Men's clothing stores","785.00","8.850056"
"2014-05-01","Men's clothing stores","801.00","9.030440"
"2014-06-01","Men's clothing stores","702.00","7.914318"
"2014-07-01","Men's clothing stores","655.00","7.384442"
"2014-08-01","Men's clothing stores","692.00","7.801578"
"2014-09-01","Men's clothing stores","694.00","7.824126"
"2014-10-01","Men's clothing stores","757.00","8.534386"
"2014-11-01","Men's clothing stores","803.00","9.052988"
"2014-12-01","Men's clothing stores","1070.00","12.063134"
"2015-01-01","Men's clothing stores","581.00","6.594779"
"2015-02-01","Men's clothing stores","633.00","7.185017"
"2015-03-01","Men's clothing stores","699.00","7.934166"
"2015-04-01","Men's clothing stores","767.00","8.706016"
"2015-05-01","Men's clothing stores","799.00","9.069240"
"2015-06-01","Men's clothing stores","716.00","8.127128"
"2015-07-01","Men's clothing stores","661.00","7.502838"
"2015-08-01","Men's clothing stores","713.00","8.093076"
"2015-09-01","Men's clothing stores","691.00","7.843360"
"2015-10-01","Men's clothing stores","744.00","8.444949"
"2015-11-01","Men's clothing stores","752.00","8.535755"
"2015-12-01","Men's clothing stores","1054.00","11.963678"
"2016-01-01","Men's clothing stores","558.00","6.569343"
"2016-02-01","Men's clothing stores","621.00","7.311043"
"2016-03-01","Men's clothing stores","706.00","8.311749"
"2016-04-01","Men's clothing stores","729.00","8.582529"
"2016-05-01","Men's clothing stores","771.00","9.076996"
"2016-06-01","Men's clothing stores","718.00","8.453026"
"2016-07-01","Men's clothing stores","628.00","7.393454"
"2016-08-01","Men's clothing stores","666.00","7.840829"
"2016-09-01","Men's clothing stores","681.00","8.017424"
"2016-10-01","Men's clothing stores","691.00","8.135154"
"2016-11-01","Men's clothing stores","730.00","8.594302"
"2016-12-01","Men's clothing stores","995.00","11.714151"
"2017-01-01","Men's clothing stores","559.00","6.736563"
"2017-02-01","Men's clothing stores","578.00","6.965534"
"2017-03-01","Men's clothing stores","715.00","8.616534"
"2017-04-01","Men's clothing stores","746.00","8.990118"
"2017-05-01","Men's clothing stores","781.00","9.411906"
"2017-06-01","Men's clothing stores","717.00","8.640636"
"2017-07-01","Men's clothing stores","614.00","7.399373"
"2017-08-01","Men's clothing stores","640.00","7.712702"
"2017-09-01","Men's clothing stores","676.00","8.146541"
"2017-10-01","Men's clothing stores","662.00","7.977826"
"2017-11-01","Men's clothing stores","699.00","8.423717"
"2017-12-01","Men's clothing stores","911.00","10.978549"
"2018-01-01","Men's clothing stores","528.00","6.432749"
"2018-02-01","Men's clothing stores","556.00","6.773879"
"2018-03-01","Men's clothing stores","689.00","8.394250"
"2018-04-01","Men's clothing stores","737.00","8.979045"
"2018-05-01","Men's clothing stores","775.00","9.442008"
"2018-06-01","Men's clothing stores","696.00","8.479532"
"2018-07-01","Men's clothing stores","588.00","7.163743"
"2018-08-01","Men's clothing stores","637.00","7.760721"
"2018-09-01","Men's clothing stores","691.00","8.418616"
"2018-10-01","Men's clothing stores","679.00","8.272417"
"2018-11-01","Men's clothing stores","742.00","9.039961"
"2018-12-01","Men's clothing stores","890.00","10.843080"
"2019-01-01","Men's clothing stores","585.00","7.329909"
"2019-02-01","Men's clothing stores","514.00","6.440296"
"2019-03-01","Men's clothing stores","642.00","8.044105"
"2019-04-01","Men's clothing stores","737.00","9.234432"
"2019-05-01","Men's clothing stores","747.00","9.359729"
"2019-06-01","Men's clothing stores","645.00","8.081694"
"2019-07-01","Men's clothing stores","581.00","7.279790"
"2019-08-01","Men's clothing stores","617.00","7.730861"
"2019-09-01","Men's clothing stores","662.00","8.294700"
"2019-10-01","Men's clothing stores","674.00","8.445057"
"2019-11-01","Men's clothing stores","714.00","8.946247"
"2019-12-01","Men's clothing stores","863.00","10.813181"
"2020-01-01","Men's clothing stores","550.00","14.941592"
"2020-02-01","Men's clothing stores","527.00","14.316762"
"2020-03-01","Men's clothing stores","267.00","7.253464"
"2020-04-01","Men's clothing stores","90.00","2.444988"
"2020-05-01","Men's clothing stores","155.00","4.210812"
"2020-06-01","Men's clothing stores","303.00","8.231459"
"2020-07-01","Men's clothing stores","405.00","11.002445"
"2020-08-01","Men's clothing stores","379.00","10.296115"
"2020-09-01","Men's clothing stores","401.00","10.893779"
"2020-10-01","Men's clothing stores","",""
"2020-11-01","Men's clothing stores","",""
"2020-12-01","Men's clothing stores","604.00","16.408585"
"1992-01-01","Women's clothing stores","1873.00","5.887160"
"1992-02-01","Women's clothing stores","1991.00","6.258054"
"1992-03-01","Women's clothing stores","2403.00","7.553041"
"1992-04-01","Women's clothing stores","2665.00","8.376552"
"1992-05-01","Women's clothing stores","2752.00","8.650008"
"1992-06-01","Women's clothing stores","2424.00","7.619048"
"1992-07-01","Women's clothing stores","2373.00","7.458746"
"1992-08-01","Women's clothing stores","2657.00","8.351407"
"1992-09-01","Women's clothing stores","2560.00","8.046519"
"1992-10-01","Women's clothing stores","2755.00","8.659437"
"1992-11-01","Women's clothing stores","2946.00","9.259783"
"1992-12-01","Women's clothing stores","4416.00","13.880245"
"1993-01-01","Women's clothing stores","2123.00","6.562597"
"1993-02-01","Women's clothing stores","2005.00","6.197836"
"1993-03-01","Women's clothing stores","2442.00","7.548686"
"1993-04-01","Women's clothing stores","2762.00","8.537867"
"1993-05-01","Women's clothing stores","2873.00","8.880989"
"1993-06-01","Women's clothing stores","2552.00","7.888717"
"1993-07-01","Women's clothing stores","2539.00","7.848532"
"1993-08-01","Women's clothing stores","2626.00","8.117465"
"1993-09-01","Women's clothing stores","2622.00","8.105100"
"1993-10-01","Women's clothing stores","2713.00","8.386399"
"1993-11-01","Women's clothing stores","2923.00","9.035549"
"1993-12-01","Women's clothing stores","4170.00","12.890263"
"1994-01-01","Women's clothing stores","1786.00","5.839464"
"1994-02-01","Women's clothing stores","1970.00","6.441066"
"1994-03-01","Women's clothing stores","2560.00","8.370116"
"1994-04-01","Women's clothing stores","2558.00","8.363577"
"1994-05-01","Women's clothing stores","2552.00","8.343959"
"1994-06-01","Women's clothing stores","2447.00","8.000654"
"1994-07-01","Women's clothing stores","2248.00","7.350008"
"1994-08-01","Women's clothing stores","2538.00","8.298185"
"1994-09-01","Women's clothing stores","2418.00","7.905836"
"1994-10-01","Women's clothing stores","2572.00","8.409351"
"1994-11-01","Women's clothing stores","2798.00","9.148275"
"1994-12-01","Women's clothing stores","4138.00","13.529508"
"1995-01-01","Women's clothing stores","1723.00","6.004321"
"1995-02-01","Women's clothing stores","1810.00","6.307499"
"1995-03-01","Women's clothing stores","2393.00","8.339141"
"1995-04-01","Women's clothing stores","2438.00","8.495958"
"1995-05-01","Women's clothing stores","2535.00","8.833984"
"1995-06-01","Women's clothing stores","2357.00","8.213688"
"1995-07-01","Women's clothing stores","2172.00","7.568999"
"1995-08-01","Women's clothing stores","2326.00","8.105659"
"1995-09-01","Women's clothing stores","2370.00","8.258991"
"1995-10-01","Women's clothing stores","2312.00","8.056872"
"1995-11-01","Women's clothing stores","2567.00","8.945498"
"1995-12-01","Women's clothing stores","3693.00","12.869389"
"1996-01-01","Women's clothing stores","1565.00","5.542177"
"1996-02-01","Women's clothing stores","1834.00","6.494794"
"1996-03-01","Women's clothing stores","2193.00","7.766131"
"1996-04-01","Women's clothing stores","2346.00","8.307954"
"1996-05-01","Women's clothing stores","2552.00","9.037467"
"1996-06-01","Women's clothing stores","2375.00","8.410652"
"1996-07-01","Women's clothing stores","2072.00","7.337630"
"1996-08-01","Women's clothing stores","2353.00","8.332743"
"1996-09-01","Women's clothing stores","2276.00","8.060061"
"1996-10-01","Women's clothing stores","2413.00","8.545223"
"1996-11-01","Women's clothing stores","2594.00","9.186203"
"1996-12-01","Women's clothing stores","3665.00","12.978965"
"1997-01-01","Women's clothing stores","1699.00","6.106678"
"1997-02-01","Women's clothing stores","1813.00","6.516426"
"1997-03-01","Women's clothing stores","2353.00","8.457336"
"1997-04-01","Women's clothing stores","2227.00","8.004457"
"1997-05-01","Women's clothing stores","2429.00","8.730501"
"1997-06-01","Women's clothing stores","2199.00","7.903817"
"1997-07-01","Women's clothing stores","2103.00","7.558766"
"1997-08-01","Women's clothing stores","2334.00","8.389045"
"1997-09-01","Women's clothing stores","2265.00","8.141039"
"1997-10-01","Women's clothing stores","2358.00","8.475307"
"1997-11-01","Women's clothing stores","2486.00","8.935375"
"1997-12-01","Women's clothing stores","3556.00","12.781252"
"1998-01-01","Women's clothing stores","1722.00","6.077933"
"1998-02-01","Women's clothing stores","1767.00","6.236764"
"1998-03-01","Women's clothing stores","2194.00","7.743894"
"1998-04-01","Women's clothing stores","2507.00","8.848652"
"1998-05-01","Women's clothing stores","2512.00","8.866300"
"1998-06-01","Women's clothing stores","2254.00","7.955669"
"1998-07-01","Women's clothing stores","2222.00","7.842722"
"1998-08-01","Women's clothing stores","2327.00","8.213328"
"1998-09-01","Women's clothing stores","2244.00","7.920373"
"1998-10-01","Women's clothing stores","2422.00","8.548638"
"1998-11-01","Women's clothing stores","2531.00","8.933362"
"1998-12-01","Women's clothing stores","3630.00","12.812368"
"1999-01-01","Women's clothing stores","1745.00","5.905445"
"1999-02-01","Women's clothing stores","1883.00","6.372466"
"1999-03-01","Women's clothing stores","2507.00","8.484213"
"1999-04-01","Women's clothing stores","2616.00","8.853091"
"1999-05-01","Women's clothing stores","2687.00","9.093370"
"1999-06-01","Women's clothing stores","2405.00","8.139023"
"1999-07-01","Women's clothing stores","2303.00","7.793834"
"1999-08-01","Women's clothing stores","2407.00","8.145792"
"1999-09-01","Women's clothing stores","2353.00","7.963044"
"1999-10-01","Women's clothing stores","2440.00","8.257471"
"1999-11-01","Women's clothing stores","2564.00","8.677113"
"1999-12-01","Women's clothing stores","3639.00","12.315138"
"2000-01-01","Women's clothing stores","1682.00","5.348682"
"2000-02-01","Women's clothing stores","1991.00","6.331288"
"2000-03-01","Women's clothing stores","2670.00","8.490476"
"2000-04-01","Women's clothing stores","2706.00","8.604954"
"2000-05-01","Women's clothing stores","2810.00","8.935670"
"2000-06-01","Women's clothing stores","2564.00","8.153401"
"2000-07-01","Women's clothing stores","2382.00","7.574649"
"2000-08-01","Women's clothing stores","2640.00","8.395077"
"2000-09-01","Women's clothing stores","2658.00","8.452317"
"2000-10-01","Women's clothing stores","2648.00","8.420517"
"2000-11-01","Women's clothing stores","2823.00","8.977009"
"2000-12-01","Women's clothing stores","3873.00","12.315960"
"2001-01-01","Women's clothing stores","1946.00","6.187009"
"2001-02-01","Women's clothing stores","2154.00","6.848313"
"2001-03-01","Women's clothing stores","2671.00","8.492036"
"2001-04-01","Women's clothing stores","2801.00","8.905351"
"2001-05-01","Women's clothing stores","2747.00","8.733666"
"2001-06-01","Women's clothing stores","2507.00","7.970623"
"2001-07-01","Women's clothing stores","2311.00","7.347471"
"2001-08-01","Women's clothing stores","2661.00","8.460242"
"2001-09-01","Women's clothing stores","2394.00","7.611357"
"2001-10-01","Women's clothing stores","2615.00","8.313992"
"2001-11-01","Women's clothing stores","2786.00","8.857661"
"2001-12-01","Women's clothing stores","3860.00","12.272279"
"2002-01-01","Women's clothing stores","1987.00","6.359214"
"2002-02-01","Women's clothing stores","2159.00","6.909684"
"2002-03-01","Women's clothing stores","2779.00","8.893938"
"2002-04-01","Women's clothing stores","2680.00","8.577098"
"2002-05-01","Women's clothing stores","2755.00","8.817129"
"2002-06-01","Women's clothing stores","2478.00","7.930615"
"2002-07-01","Women's clothing stores","2260.00","7.232926"
"2002-08-01","Women's clothing stores","2538.00","8.122640"
"2002-09-01","Women's clothing stores","2373.00","7.594572"
"2002-10-01","Women's clothing stores","2531.00","8.100237"
"2002-11-01","Women's clothing stores","2740.00","8.769122"
"2002-12-01","Women's clothing stores","3966.00","12.692825"
"2003-01-01","Women's clothing stores","2055.00","6.310456"
"2003-02-01","Women's clothing stores","2091.00","6.421004"
"2003-03-01","Women's clothing stores","2619.00","8.042377"
"2003-04-01","Women's clothing stores","2724.00","8.364809"
"2003-05-01","Women's clothing stores","2813.00","8.638108"
"2003-06-01","Women's clothing stores","2536.00","7.787502"
"2003-07-01","Women's clothing stores","2450.00","7.523415"
"2003-08-01","Women's clothing stores","2597.00","7.974820"
"2003-09-01","Women's clothing stores","2627.00","8.066943"
"2003-10-01","Women's clothing stores","2793.00","8.576693"
"2003-11-01","Women's clothing stores","2951.00","9.061876"
"2003-12-01","Women's clothing stores","4309.00","13.231998"
"2004-01-01","Women's clothing stores","2267.00","6.485667"
"2004-02-01","Women's clothing stores","2402.00","6.871889"
"2004-03-01","Women's clothing stores","2915.00","8.339532"
"2004-04-01","Women's clothing stores","3023.00","8.648509"
"2004-05-01","Women's clothing stores","3005.00","8.597013"
"2004-06-01","Women's clothing stores","2777.00","7.944727"
"2004-07-01","Women's clothing stores","2595.00","7.424043"
"2004-08-01","Women's clothing stores","2644.00","7.564227"
"2004-09-01","Women's clothing stores","2774.00","7.936145"
"2004-10-01","Women's clothing stores","2990.00","8.554100"
"2004-11-01","Women's clothing stores","3090.00","8.840190"
"2004-12-01","Women's clothing stores","4472.00","12.793958"
"2005-01-01","Women's clothing stores","2338.00","6.306136"
"2005-02-01","Women's clothing stores","2453.00","6.616318"
"2005-03-01","Women's clothing stores","3105.00","8.374916"
"2005-04-01","Women's clothing stores","3177.00","8.569117"
"2005-05-01","Women's clothing stores","3164.00","8.534053"
"2005-06-01","Women's clothing stores","3045.00","8.213082"
